Klagenummer,AZ VG,Eingang,Land,Vertretung,Klagegrund,Zusatz,Datum VG,OVG Geschäftszeichen,Datum OVG,PKH Geschäftszeichen,Datum PKH,BVerwG Geschäftszeichen,Datum BVerwG
51897,VG 18 K 0316.19 V,5/20/2019,Iran,Teheran,FZ-E,,8/20/2019,,,,,,
51896,VG 21 K 0171.19 V,5/20/2019,Syrien,Beirut,FZ-F,EuGH,8/18/2020,,,,,,
51895,VG 17 K 0212/22 V,5/20/2019,Türkei,Ankara,FZ-F,§ 36 II,7/8/2020,,,,,,
51895,VG 17 K 0069.19 V,5/20/2019,Türkei,Ankara,FZ-F,§ 36 II,1/15/2021,,,,,,
51894,VG 17 K 0068.19 V,5/20/2019,Syrien,Istanbul,FZ-E,LU,2/8/2021,,,,,,
51893,VG 18 K 0049/22 V,5/20/2019,Irak,Erbil,FZ-F,EuGH,7/15/2020,,,,,,
51892,VG 01 K 01467/19 V,5/17/2019,Tunesien,Tunis,FZ-E,SE,,,,,,,
51891,VG 17 K 0063.19 V,5/17/2019,Thailand,Bangkok,BES,,11/27/2019,,,,,,
51890,VG 17 K 0064.19 V,5/17/2019,Türkei,Ankara,FZ-F,36II; 28 I S.1. Nr. 3,5/13/2020,OVG 11 N 058.20,7/24/2020,,,,
51889,VG 17 K 0232/22 V,5/17/2019,Staatenlos,Beirut,FZ-F,EuGH,11/17/2020,,,,,,
51888,VG 17 K 0066.19 V,5/17/2019,Pakistan,Islamabad,FZ-E/K,,6/23/2020,OVG 02 N 065/20,9/9/2020,,,,
51887,VG 20 K 0060.19 V,5/17/2019,Nigeria,Lagos,FZ-E,SE,9/2/2020,,,,,,
51887,VG 20 K 0060.19 V,5/17/2019,Nigeria,Lagos,FZ-E,SE,,,,,,,
51886,VG 18 K 0313.19 V,5/17/2019,Nigeria,Lagos,STU,,4/16/2020,,,,,,
51885,VG 18 K 0310.19 V,5/17/2019,Bosnien und Herzegowina,Sarajewo,EWT,§ 26 II,12/27/2019,,,,,,
51884,VG 21 K 0172.19 V,5/17/2019,Nordmazedonien,Skopje,EWT,§ 26 II,7/22/2019,,,,,,
51883,VG 38 K 0078.19 V,5/17/2019,Jemen,Maskat,FZ-K,SUBS,,,,,,,
51882,VG 38 K 0076.19 V,5/17/2019,Jemen,Maskat,FZ-E,SUBS,8/25/2020,,,,,,
51881,VG 38 K 0077.19 V,5/17/2019,Jemen,Maskat,FZ-K,SUBS,,,,,,,
51880,VG 17 K 0062.19 V,5/17/2019,Syrien,Beirut,SPR,,,,,,,,
51879,VG 25 K 0242.19 V,5/17/2019,Türkei,Ankara,BES,,5/29/2019,,,,,,
51878,VG 19 K 0347/19 V,5/16/2019,Äthiopien,Addis Abeba,SON,VIK,12/2/2020,OVG 03 N 017.21,,,,,
51877,VG 19 K 0348.19 V,5/16/2019,Algerien,Algier,FZ-E,SE,10/14/2020,,,,,,
51877,VG 19 K 0348.19 V,5/16/2019,Algerien,Algier,FZ-E,SE,,,,,,,
51876,VG 14 K 0093.19 V,5/16/2019,Marokko,Rabat,FZ-E,LU,1/8/2021,,,,,,
51875,VG 19 K 0355.19 V,5/16/2019,Indien,Bangalore,BES,,5/21/2019,,,,,,
51874,VG 05 K 2901.19 V,5/15/2019,Kamerun,Jaunde,FZ-K,§ 36 II,6/21/2019,,,,,,
51873,VG 11 K 0217.19 V,5/15/2019,Syrien,Beirut,FZ-K,,1/14/2020,,,OVG 03 M 181.19,,,
51872,VG 11 L 0216.19 V,5/15/2019,Syrien,Beirut,FZ-K,,6/11/2019,,,,,,
51871,VG 14 K 0095.19 V,5/15/2019,Philippinen,Manila,EWT,,9/19/2019,,,,,,
51870,VG 38 K 0049.19 V,5/15/2019,Syrien,Beirut,FZ-E,SUBS,11/5/2019,,,,,,
51869,VG 16 K 0499.19 V,5/15/2019,Pakistan,Islamabad,FZ-E,LU; Dt,6/23/2020,,,,,,
51868,VG 16 K 0503.19 V,5/15/2019,Nordmazedonien,Skopje,EWT,§ 26 II,,,,,,,
51867,VG 16 L 0500.19 V,5/15/2019,Libanon,Paris,STU,VIK,6/24/2019,,,,,,
51866,VG 19 K 0346.19 V,5/15/2019,Bangladesch,Dhaka,BES,,8/19/2019,,,,,,
51865,VG 19 K 0349.19 V,5/15/2019,Nepal,Kathmandu,FZ-F,,11/7/2019,,,,,,
51864,VG 14 K 0100.19 V,5/15/2019,Eritrea,Addis Abeba,FZ-E/K,,8/18/2021,,,,,,
51863,VG 11 K 0212.19 V,5/15/2019,Afghanistan,New Delhi,FZ-F,VIK,,,,,,,
51863,VG 11 K 0212.19 V,5/15/2019,Afghanistan,New Delhi,FZ-F,VIK,11/22/2019,,,,,,
51862,VG 38 K 0068.19 V,5/15/2019,Afghanistan,New Delhi,FZ-F,SUBS,6/3/2020,,,,,,
51862,VG 38 K 0068.19 V,5/15/2019,Afghanistan,New Delhi,FZ-F,SUBS,6/3/2020,,,,,,
51861,VG 14 K 0101.19 V,5/15/2019,Bosnien und Herzegowina,Sarajewo,EWT,§ 26 II,8/24/2020,,,,,,
51860,VG 14 K 0103.19 V,5/15/2019,Türkei,Ankara,BES,,1/13/2021,,,,,,
51859,VG 19 K 0352.19 V,5/14/2019,Indien,New Delhi,BES,,,,,,,,
51859,VG 19 K 0352.19 V,5/14/2019,Indien,New Delhi,BES,,7/15/2020,,,,,,
51858,VG 19 K 0351.19 V,5/14/2019,Philippinen,Manila,EWT,§ 17,6/6/2019,,,,,,
51858,VG 19 K 0351.19 V,5/14/2019,Philippinen,Manila,EWT,§ 17,3/9/2020,,,,,,
51857,VG 19 K 0350.19 V,5/14/2019,Philippinen,Manila,EWT,§ 17,3/9/2020,,,,,,
51856,VG 19 K 0353.19 V,5/14/2019,Irak,Erbil,FZ-K,,8/13/2021,,,,,,
51855,VG 16 K 0495.19 V,5/14/2019,Irak,Amman,FZ-E,,6/9/2020,,,,,,
51854,VG 11 K 0204.19 V,5/14/2019,Kosovo,Pristina,BES,,8/26/2019,,,,,,
51853,VG 11 K 0213.19 V,5/14/2019,Russland,Nowosibirsk,FZ-E,SE,,,,,,,
51852,VG 35 K 0201.19 V,5/14/2019,Ukraine,Kiew,EWT,§ 17,10/24/2019,,,,,,
51851,VG 35 K 0198.19 V,5/14/2019,Türkei,Ankara,EWT,,6/3/2019,,,,,,
51850,VG 35 K 0200.19 V,5/14/2019,Ghana,Rom,FZ-E,,7/17/2019,,,,,,
51849,VG 11 K 0210.19 V,5/13/2019,Syrien,Ankara,FZ-K,,9/11/2019,,,,,,
51848,VG 11 K 0209.19 V,5/13/2019,Serbien,Belgrad,EWT,§ 26 II BV,9/24/2019,,,,,,
51847,VG 06 K 0226.19 V,5/13/2019,Marokko,Rabat,FZ-E,Dt,8/10/2020,,,,,,
51846,VG 11 K 0211.19 V,5/13/2019,Indien,New Delhi,BES,,4/6/2020,,,,,,
51845,VG 16 K 0434.19 V,5/13/2019,Vietnam,Ho-Chi-Minh-Stadt,FZ-E/K,LU,2/21/2020,,,,,,
51844,VG 10 K 0187.19 V,5/10/2019,Pakistan,Karachi,FZ-E,,9/4/2020,,,,,,
51843,VG 38 K 0075.19 V,5/10/2019,Syrien,Algier,FZ-F,SUBS,12/9/2019,,,,,,
51842,VG 38 K 0074.19 V,5/10/2019,Syrien,Riad,FZ-E,SUB,1/8/2020,,,,,,
51841,VG 18 K 0307.19 V,5/10/2019,Tunesien,Tunis,SPR,,6/5/2020,,,,,,
51840,VG 02 K 0154.19 V,5/10/2019,Nigeria,Lagos,FZ-E/K,SE,8/25/2021,,,,,,
51839,VG 16 K 0433.19 V,5/10/2019,Syrien,Istanbul,FZ-F,EuGH,2/28/2020,,,,,,
51838,VG 16 K 0425.19 V,5/10/2019,Syrien,Beirut,FZ-F,EuGH,12/2/2019,,,,,,
51836,VG 10 K 0183/19 V,5/10/2019,Syrien,Erbil,FZ-F,§ 36 II,10/30/2020,,,,,,
51833,VG 10 K 0189.19 V,5/10/2019,Afghanistan,Kabul,FZ-E,,4/1/2021,,,,,,
51832,VG 38 K 0081.19 V,5/10/2019,Jemen,Maskat,FZ-E,SUB,5/13/2020,,,,,,
51831,VG 11 K 0205.19 V,5/10/2019,Eritrea,Khartoum,FZ-E/K,,3/3/2020,,,,,,
51830,VG 02 K 0159.19 V,5/10/2019,Syrien,Istanbul,FZ-F,EuGH,2/6/2020,,,OVG 03 M 207.19,2/4/2020,,
51829,VG 12 K 0166/19 V,5/9/2019,Syrien,Kairo,FZ-E/K,§ 29 II,8/15/2022,,,,,,
51828,VG 10 K 0191.19 V,5/9/2019,Syrien,Erbil,FZ-E/K,SUB,,,,,,,
51827,VG 10 K 0182.19 V,5/9/2019,Pakistan,Islamabad,FZ-F,,2/23/2021,,,,,,
51826,VG 08 K 0143.19 V,5/9/2019,China,Shanghai,EWT,SE,9/24/2019,,,,,,
51825,VG 12 K 0165.19 V,5/9/2019,Syrien,Beirut,FZ-F,EuGH,2/13/2020,,,,,,
51824,VG 12 K 0174.19 V,5/9/2019,Vietnam,Hanoi,SPR,,5/27/2020,,,,,,
51823,VG 09 K 0160.19 V,5/9/2019,Kambodscha,Phnom Penh,SPR,,,,,,,,
51823,VG 09 K 0160.19 V,5/9/2019,Kambodscha,Phnom Penh,SPR,,10/28/2020,,,,,,
51822,VG 30 K 0103.19 V,5/8/2019,Vietnam,Hanoi,SON,,5/8/2019,,,,,,
51821,VG 18 K 0312.19 V,5/8/2019,Iran,Teheran,FZ-K,EuGH,10/29/2019,,,,,,
51820,VG 18 L 0311.19 V,5/8/2019,Iran,Teheran,FZ-K,EuGH,10/29/2019,,,,,,
51819,VG 12 K 0171.19 V,5/8/2019,Syrien,Beirut,FZ-E,UT,11/8/2019,,,,,,
51818,VG 12 K 0173.19 V,5/8/2019,Marokko,Rabat,BES,,6/20/2019,,,,,,
51817,VG 10 K 0184.19 V,5/8/2019,Türkei,Ankara,FZ-E,SE,,,,,,,
51817,VG 10 K 0184.19 V,5/8/2019,Türkei,Ankara,FZ-E,SE,6/16/2021,,,,,,
51816,VG 12 K 0175.19 V,5/8/2019,Thailand,Bangkok,BES,,11/11/2019,,,,,,
51815,VG 06 K 0232.19 V,5/8/2019,Türkei,Istanbul,FZ-E,VIK,2/1/2021,,,,,,
51814,VG 12 K 0172.19 V,5/8/2019,Kosovo,Pristina,FZ-F,dt Ki / Ut / Ter,11/2/2020,,,,,,
51813,VG 08 K 0144.19 V,5/8/2019,Marokko,Rabat,SON,Eheschl;SE,10/5/2019,,,,,,
51813,VG 08 K 0144.19 V,5/8/2019,Marokko,Rabat,SON,Eheschl;SE,,,,,,,
51813,VG 08 K 0144.19 V,5/8/2019,Marokko,Rabat,SON,Eheschl;SE,,,,,,,
51813,VG 08 K 0144.19 V,5/8/2019,Marokko,Rabat,SON,Eheschl;SE,,,,,,,
51812,VG 08 K 0150.19 V,5/8/2019,Nordmazedonien,Skopje,EWT,unse,6/29/2020,,,,,,
51811,VG 08 K 0142.19 V,5/8/2019,Pakistan,Islamabad,FZ-K,,10/20/2020,OVG 02 N 123/20,1/5/2021,,,,
51810,VG 08 K 0148.19 V,5/8/2019,Ghana,Accra,FZ-E,"SE, LU",9/23/2019,,,,,,
51809,VG 08 K 0146.19 V,5/7/2019,Turkmenistan,Aschgabad,BES,,1/27/2020,,,,,,
51808,VG 08 K 0149.19 V,5/7/2019,Kasachstan,Nur-Sultan,FZ-E,Ausw,10/19/2020,,,,,,
51807,VG 03 K 0281.19 V,5/7/2019,Pakistan,Islamabad,FZ-E/K,,11/23/2020,,,,,,
51806,VG 09 K 0159.19 V,5/7/2019,Libanon,Beirut,FZ-E/K,UT,9/25/2019,,,,,,
51805,VG 04 K 0126.19 V,5/7/2019,Libanon,Beirut,FZ-E,EHEwi,4/30/2021,,,,,,
51804,VG 08 K 0147.19 V,5/7/2019,Serbien,Wien,FZ-E/K,LU,6/24/2021,,,,,,
51803,VG 08 K 0141/19 V,5/7/2019,Kosovo,Pristina,NZ-G,SE,3/30/2020,,,,,,
51802,VG 08 K 0145.19 V,5/7/2019,Kamerun,Jaunde,FZ-E,SE,10/16/2020,,,,,,
51801,VG 16 K 0428.19 V,5/7/2019,Kamerun,Jaunde,STU,,6/20/2019,,,,,,
51800,VG 16 K 0432.19 V,5/7/2019,China,Shenyang,FZ-E/K,,4/21/2020,,,,,,
51799,VG 09 K 0169.19 V,5/7/2019,Pakistan,Islamabad,BES,,5/15/2020,,,,,,
51798,VG 09 K 0168.19 V,5/7/2019,Syrien,Beirut,FZ-E/K,SUB,3/19/2020,,,,,,
51797,VG 04 K 0127.19 V,5/7/2019,Somalia,Kampala,FZ-K,,2/26/2020,,,,,,
51837,VG 10 K 0183/19 V,5/6/2019,Syrien,Erbil,FZ-K,,5/10/2019,,,,,,
51835,VG 10 K 0183/19 V,5/6/2019,Syrien,Erbil,FZ-K,,5/10/2019,,,,,,
51834,VG 10 K 0183/19 V,5/6/2019,Syrien,Erbil,FZ-K,,5/10/2019,,,,,,
51796,VG 07 K 0197.19 V,5/6/2019,Iran,Teheran,STU,,11/20/2019,,,,,,
51795,VG 31 K 0254.19 V,5/6/2019,Syrien,Beirut,FZ-E,,8/22/2019,,,,,,
51794,VG 31 K 0256.19 V,5/6/2019,Kosovo,Pristina,BES,,5/13/2019,,,,,,
51793,VG 31 K 0249.19 V,5/6/2019,Tunesien,Tunis,FZ-E,SE,3/4/2020,OVG 12 N 083/20,5/27/2021,,,,
51792,VG 31 K 0247.19 V,5/6/2019,Syrien,Beirut,FZ-K,§32I; FZ-F -§36 II,9/2/2019,,,,,,
51791,VG 09 K 0162.19 V,5/6/2019,Marokko,Rabat,BES,,6/27/2019,,,,,,
51790,VG 09 K 0164.19 V,5/6/2019,Ägypten,Kairo,BES,GES,1/13/2020,,,,,,
51789,VG 09 K 0165.19 V,5/6/2019,Syrien,Beirut,FZ-E/K,,5/16/2019,,,,,,
51788,VG 09 K 0163.19 V,5/6/2019,Libanon,Beirut,BES,,5/13/2019,,,,,,
51787,VG 05 K 0124.19 V,5/6/2019,Irak,Erbil,FZ-F,§ 36 II,11/25/2021,,,,,,
51786,VG 09 K 0158.19 V,5/6/2019,Libanon,Beirut,BES,MED,1/20/2020,,,,,,
51785,VG 07 K 0203/19 V,5/6/2019,Eritrea,Addis Abeba,FZ-E,,6/3/2022,,,,,,
51784,VG 07 K 0204.19 V,5/6/2019,Marokko,Rabat,STU,,8/16/2019,,,,,,
51783,VG 05 K 0129.19 V,5/6/2019,Türkei,Ankara,FZ-E,SPR,9/9/2019,,,,,,
51782,VG 05 K 0130.19 V,5/6/2019,Syrien,Beirut,FZ-E/K,,9/24/2021,,,,,,
51781,VG 12 K 0168/19 V,5/6/2019,Marokko,Rabat,SON,DEK,7/6/2019,OVG 12 N 168/19,8/7/2020,,,,
51780,VG 12 L 0167.19 V,5/6/2019,Marokko,Rabat,SON,DEK,8/22/2019,OVG 12 S 039.19,10/22/2019,,,,
51779,VG 07 K 0200.19 V,5/3/2019,Pakistan,Islamabad,FZ-E,,9/27/2019,,,,,,
51778,VG 31 K 0248.19 V,5/3/2019,Irak,Erbil,FZ-F,EuGH,6/25/2020,,,,,,
51777,VG 07 K 0199.19 V,5/3/2019,Syrien,Istanbul,FZ-F,EuGH,1/20/2022,,,,,,
51776,VG 07 K 0202.19 V,5/3/2019,Albanien,Tirana,FZ-E,,,,,,,,
51775,VG 07 K 0198.19 V,5/3/2019,Pakistan,Islamabad,FZ-E,,,,,,,,
51774,VG 07 K 0201.19 V,5/3/2019,Marokko,Rabat,FZ-E,,8/1/2019,,,,,,
51773,VG 09 K 0161.19 V,5/3/2019,Staatenlos,Beirut,BES,,5/3/2019,,,,,,
51772,VG 07 K 0206.19 V,5/3/2019,Iran,Teheran,BES,,9/16/2021,,,,,,
51771,VG 03 K 0282.19 V,5/3/2019,Marokko,Rabat,FZ-E,,5/15/2019,,,,,,
51770,VG 31 K 0253.19 V,5/3/2019,Nigeria,Lagos,FZ-E,SE,6/25/2020,,,,,,
51769,VG 03 K 0286.19 V,5/3/2019,China,Peking,EWT,,4/21/2020,,,,,,
51769,VG 03 K 0286.19 V,5/3/2019,China,Peking,EWT,,10/2/2020,,,,,,
51768,VG 03 K 0279.19 V,5/2/2019,Jemen,Kairo,BES,,,,,,,,
51767,VG 03 L 0278.19 V,5/2/2019,Jemen,Kairo,BES,,,,,,,,
51766,VG 07 K 0196.19 V,5/2/2019,Türkei,Ankara,FZ-E,Dt,,,,,,,
51765,VG 16 K 0327.19 V,5/2/2019,Iran,Teheran,BES,,12/13/2019,,,,,,
51764,VG 06 K 0230.19 V,5/2/2019,Syrien,Beirut,FZ-F,EuGH,,,,,,,
51763,VG 06 K 0229.19 V,5/2/2019,Russland,Moskau,FZ-F,"§ 36 II, LU",7/17/2020,,,,,,
51762,VG 05 K 0122.19 V,5/2/2019,Somalia,Nairobi,FZ-E,,2/23/2022,,,,,,
51761,VG 06 K 0231.19 V,5/2/2019,Russland,Moskau,FZ-F,"§ 36 II, LU",,,,,,,
51760,VG 05 K 0125.19 V,5/2/2019,Indien,New Delhi,BES,,3/9/2020,,,,,,
51759,VG 05 K 0119.19 V,5/2/2019,Türkei,Ankara,FZ-E,dt; SE,10/28/2019,,,,,,
51757,VG 34 L 0188.19 V,5/2/2019,Syrien,Beirut,FZ-K,,,,,,,,
51756,VG 02 K 0157.19 V,5/2/2019,Algerien,Algier,FZ-E,VIK,5/31/2021,,,,,,
51755,VG 02 K 0095.20 V,5/2/2019,Ukraine,Kiew,EWT,,5/19/2020,,,,,,
51755,VG 02 K 0095.20 V,5/2/2019,Ukraine,Kiew,EWT,,6/19/2020,,,,,,
51755,VG 02 K 0095.20 V,5/2/2019,Ukraine,Kiew,EWT,,,,,,,,
51754,VG 02 K 0152.19 V,5/2/2019,Marokko,Rabat,FZ-E,Dt,12/1/2020,,,,,,
51753,VG 01 K 0115.19 V,5/2/2019,Ghana,Accra,FZ-E,,3/6/2020,OVG 03 B 043/20,4/28/2022,,,,
51752,VG 38 K 0084.19 V,5/2/2019,Syrien,Erbil,FZ-E,SUB,5/10/2021,,,,,,
51758,VG 05 K 0123/19 V,4/30/2019,Syrien,Istanbul,FZ-F,EuGH,5/2/2019,,,,,,
51751,VG 03 K 0280.19 V,4/30/2019,Syrien,Istanbul,FZ-F,EuGH,6/3/2020,,,,,,
51750,VG 03 K 0285.19 V,4/30/2019,Nigeria,Lagos,FZ-E,SE,2/17/2022,,,,,,
51749,VG 35 K 0204.19 V,4/30/2019,Syrien,Amman,FZ-F,EuGH,9/11/2019,,,,,,
51748,VG 35 K 0205.19 V,4/30/2019,Pakistan,Dubai,BES,,11/26/2019,,,,,,
51747,VG 04 K 0129.19 V,4/30/2019,Kamerun,Jaunde,FZ-K,IDENTI,2/6/2020,,,,,,
51746,VG 01 K 0120.19 V,4/30/2019,China,Peking,BES,,,,,,,,
51746,VG 01 K 0120.19 V,4/30/2019,China,Peking,BES,,11/23/2020,,,,,,
51745,VG 02 K 0158.19 V,4/30/2019,Türkei,Izmir,BES,,12/16/2019,,,,,,
51744,VG 01 K 0119.19 V,4/30/2019,China,Peking,BES,,,,,,,,
51744,VG 01 K 0119.19 V,4/30/2019,China,Peking,BES,,11/23/2020,,,,,,
51743,VG 03 K 0277.19 V,4/30/2019,Pakistan,Islamabad,WDK,,2/21/2020,,,,,,
51742,VG 06 K 0234.19 V,4/30/2019,Eritrea,Addis Abeba,FZ-E/K,,,,,,,,
51741,VG 06 K 0235.19 V,4/30/2019,Somalia,Kampala,FZ-E/K,,1/17/2022,,,OVG 03 M 156.20,3/29/2021,,
51741,VG 06 K 0235.19 V,4/30/2019,Somalia,Kampala,FZ-E/K,,,,,OVG 03 M 156.20,3/29/2021,,
51740,VG 31 K 0244.19 V,4/30/2019,Sudan,Khartoum,FZ-E,,7/16/2019,,,,,,
51739,VG 20 K 0037.19 V,4/30/2019,Indien,New Delhi,BES,,8/18/2020,,,,,,
51738,VG 20 K 0036.19 V,4/30/2019,Togo,Lomé,FZ-E,"SE, EHEWi",5/20/2020,,,,,,
51737,VG 05 K 0127.19 V,4/30/2019,Serbien,Belgrad,EWT,§ 26 II,9/9/2019,,,,,,
51736,VG 05 K 0126/19 V,4/30/2019,Eritrea,Addis Abeba,FZ-E/K,,,,,,,,
51735,VG 04 K 0125.19 V,4/30/2019,Syrien,Beirut,FZ-F,UT,5/11/2020,,,,,,
51734,VG 02 K 0156.19 V,4/30/2019,Vietnam,Hanoi,SON,Eheschl,9/7/2020,,,,,,
51733,VG 01 K 0118.19 V,4/30/2019,Guinea,Conakry,BES,,10/15/2019,,,,,,
51732,VG 02 K 0155.19 V,4/30/2019,China,Peking,EWT,SE,,,,,,,
51732,VG 02 K 0155.19 V,4/30/2019,China,Peking,EWT,SE,3/24/2021,,,,,,
51731,VG 06 K 0227.19 V,4/30/2019,Kenia,Nairobi,FZ-E,SE,11/9/2020,,,,,,
51730,VG 20 K 0035.19 V,4/30/2019,Türkei,Ankara,FZ-E,,12/27/2019,,,,,,
51729,VG 35 K 0199.19 V,4/30/2019,Philippinen,Manila,BES,,6/4/2019,,,,,,
51728,VG 02 K 0151.19 V,4/29/2019,Jemen,Kairo,FZ-F,§ 36 II,,,,,,,
51728,VG 02 K 0151.19 V,4/29/2019,Jemen,Kairo,FZ-F,§ 36 II,,,,,,,
51728,VG 02 K 0151.19 V,4/29/2019,Jemen,Kairo,FZ-F,§ 36 II,12/4/2020,,,,,,
51726,VG 03 K 0283.19 V,4/29/2019,Togo,Lomé,BES,,9/9/2020,,,,,,
51725,VG 03 K 0287.19 V,4/29/2019,Algerien,Algier,FZ-F,§ 36 II,9/16/2019,,,,,,
51724,VG 04 K 0123.19 V,4/29/2019,Armenien,Eriwan,EWT,unse,1/9/2020,,,,,,
51723,VG 04 K 0124.19 V,4/29/2019,Marokko,Rabat,BES,,6/11/2019,,,,,,
51722,VG 04 K 0120.19 V,4/29/2019,Türkei,Ankara,FZ-K,,5/4/2020,,,,,,
51721,VG 04 K 0122.19 V,4/29/2019,Armenien,Eriwan,FZ-E,SE,1/14/2020,,,,,,
51720,VG 04 K 0121.19 V,4/29/2019,Türkei,Ankara,FZ-E,Dt,3/20/2020,OVG 11 N 016/21,4/29/2021,,,,
51720,VG 04 K 0121.19 V,4/29/2019,Türkei,Ankara,FZ-E,Dt,2/3/2021,OVG 11 N 016/21,4/29/2021,,,,
51719,VG 04 K 0128.19 V,4/29/2019,Kosovo,Pristina,EWT,UT,2/19/2021,,,,,,
51718,VG 23 L 0162.19 V,4/26/2019,Türkei,Izmir,FZ-E,LU,,,,,,,
51717,VG 30 K 0160/19 V,4/26/2019,Indien,New Delhi,BES,,8/9/2022,OVG 12 N 124/22,,,,,
51717,VG 30 K 0106/19 V,4/25/2019,Indien,New Delhi,BES,,,,,,,,
51716,VG 30 K 0105.19 V,4/25/2019,Sudan,Khartoum,FZ-E,TER,2/18/2022,OVG 3 N 33/22,5/20/2022,,,,
51715,VG 30 K 0104.19 V,4/25/2019,Iran,Teheran,BES,,7/3/2019,,,,,,
51714,VG 30 L 0102.19 V,4/25/2019,Vietnam,Hanoi,SON,,5/8/2019,,,,,,
51713,VG 18 K 0317.19 V,4/25/2019,Serbien,Belgrad,EWT,§ 26 II,8/13/2019,,,,,,
51712,VG 37 K 0285.19 V,4/25/2019,Mongolei,Ulan Bator,BES,,12/2/2019,,,,,,
51711,VG 20 K 0031.19 V,4/25/2019,Syrien,Beirut,FZ-F,EuGH,5/3/2019,,,,,,
51710,VG 20 K 0030.19 V,4/25/2019,Syrien,Beirut,FZ-F,EuGH,3/30/2021,OVG 03 B 016/21,,,,,
51709,VG 20 K 0032.19 V,4/25/2019,Syrien,Beirut,FZ-F,EuGH,,,,,,,
51709,VG 20 K 0032.19 V,4/25/2019,Syrien,Beirut,FZ-F,EuGH,,,,,,,
51709,VG 20 K 0032.19 V,4/25/2019,Syrien,Beirut,FZ-F,EuGH,12/2/2020,,,,,,
51708,VG 01 K 0113.19 V,4/25/2019,Vietnam,Hanoi,BES,,6/11/2019,,,,,,
51707,VG 01 K 0117.19 V,4/25/2019,Syrien,Istanbul,FZ-F,SUBS,4/27/2020,,,,,,
51706,VG 01 K 0122.19 V,4/25/2019,Kosovo,Pristina,BES,,3/27/2020,,,,,,
51705,VG 37 K 0286.19 V,4/25/2019,Sudan,Khartoum,FZ-E,,10/14/2019,,,,,,
51704,VG 20 K 0029.19 V,4/25/2019,Marokko,Rabat,BES,,3/27/2020,,,,,,
51703,VG 01 K 0121.19 V,4/25/2019,Staatenlos,Beirut,FZ-F,EuGH,12/20/2019,,,,,,
51702,VG 20 K 0028.19 V,4/25/2019,Indien,New Delhi,BES,,4/2/2020,,,,,,
51702,VG 20 K 0028.19 V,4/25/2019,Indien,New Delhi,BES,,4/2/2020,,,,,,
51701,VG 36 K 0168.19 V,4/25/2019,Madagaskar,Antananarivo,BES,,8/13/2020,,,,,,
51700,VG 19 K 0283.19 V,4/25/2019,Afghanistan,Islamabad,FZ-K,EuGH,5/7/2019,,,,,,
51699,VG 19 K 0282.19 V,4/25/2019,Afghanistan,Islamabad,FZ-K,EuGH,5/7/2019,,,,,,
51698,VG 19 K 0281/19 V,4/25/2019,Afghanistan,Islamabad,FZ-K,EuGH,8/12/2020,,,,,,
51697,VG 19 K 0284.19 V,4/25/2019,Afghanistan,Islamabad,FZ-K,EuGH,5/7/2019,,,,,,
51696,VG 16 K 0431.19 V,4/25/2019,Armenien,Eriwan,FZ-E/K,,8/1/2019,OVG 02 N 177.19,11/22/2019,OVG 02 M 025.19,11/26/2019,,
51696,VG 16 K 0431.19 V,4/25/2019,Armenien,Eriwan,FZ-E/K,,8/1/2019,OVG 02 B 012.19,10/4/2019,OVG 02 M 025.19,11/26/2019,,
51695,VG 19 K 0288.19 V,4/25/2019,Somalia,Nairobi,FZ-F,§ 36 I und 36 II,7/15/2020,,,,,,
51695,VG 19 K 0288.19 V,4/25/2019,Somalia,Nairobi,FZ-F,§ 36 I;#§ 36 II,2/1/2021,,,,,,
51694,VG 19 K 0285.19 V,4/25/2019,Afghanistan,Islamabad,FZ-K,EuGH,5/7/2019,,,,,,
51693,VG 33 K 0153.19 V,4/25/2019,Philippinen,Manila,BES,,,,,,,,
51692,VG 33 K 0162.19 V,4/25/2019,Irak,Erbil,SPR,,10/28/2020,,,,,,
51691,VG 33 K 0158.19 V,4/25/2019,Türkei,Ankara,FZ-E,"dt., SE, Sprach",,,,,,,
51690,VG 35 K 0196.19 V,4/25/2019,Mexiko,Mexiko-Stadt,FZ-E,Dt,12/27/2019,,,,,,
51689,VG 38 K 0056.19 V,4/25/2019,Syrien,Amman,FZ-E,SUBS,6/5/2020,,,,,,
51688,VG 33 K 0160.19 V,4/25/2019,Türkei,Ankara,FZ-E,LU,1/6/2020,,,,,,
51687,VG 37 K 0283/19 V,4/25/2019,Marokko,Rabat,FZ-E,Dt,3/25/2020,OVG 12 N 159/21,6/6/2021,,,,
51687,VG 37 K 0283.19 V,4/25/2019,Marokko,Rabat,FZ-E,Dt,5/14/2021,OVG 12 N 159/21,,,,,
51686,VG 37 K 0281.19 V,4/25/2019,Albanien,Tirana,EWT,§ 26 II,12/9/2019,,,,,,
51685,VG 37 K 0284.19 V,4/25/2019,Iran,Teheran,FZ-E,,8/25/2020,,,,,,
51684,VG 36 K 0174.19 V,4/25/2019,Kenia,Nairobi,BES,,10/22/2019,,,,,,
51683,VG 30 K 0100.19 V,4/25/2019,Marokko,Rabat,BES,,10/23/2021,OVG 12 N 229/21,1/6/2022,,,,
51682,VG 30 K 0098.19 V,4/25/2019,Pakistan,Islamabad,FZ-E,,,,,,,,
